,Loaded_line,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Sector,Creation,CBE$
5689,CR,Export,CRCF,0.5,1250.0,Special Grade,0.0,Export Near,Other,2770
5690,CR,Export,CRCF,1.2,1250.0,Special Grade,0.0,Export Near,EXW,2610
5692,GI,Local,GCCF,1.2,1250.0,Special Grade,80.0,Local Companies,EXW,2410
5693,GI,Local,GCSF,0.8,1250.0,Normal Grade,140.0,Local Companies,Other,2010
5700,GI,Local,GCCF,1.2,1250.0,Normal Grade,275.0,Local Traders,EXW,2010
5701,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,275.0,Local Companies,Other,2030
5710,GI,Export,GCCF,1.75,1250.0,Normal Grade,80.0,Export Near,Other,2230
5711,GI,Export,GCCF,1.066,1000.0,Normal Grade,80.0,Export Near,EXW,2070
5718,CR,Export,CRCF,0.95,1210.0,Normal Grade,0.0,Export Near,Other,2590
5721,GI,Export,GCCF,0.48,1250.0,Normal Grade,60.0,Export Near,EXW,2350
5722,GI,Export,GCCF,1.2,1244.0,Normal Grade,100.0,Export Near,FOB,2190
5729,GI,Export,GCCF,0.95,1250.0,Normal Grade,80.0,Export Near,Other,2430
5731,GI,Export,GCCF,1.15,1250.0,Normal Grade,80.0,Export Near,Other,2430
5732,GI,Export,GCCF,1.5,1200.0,Normal Grade,275.0,Export Near,Other,2510
5738,GI,Export,GCCF,1.5,1000.0,Normal Grade,275.0,Export Near,Other,2510
5742,GI,Export,GHSF,1.9,1250.0,Normal Grade,275.0,Export Near,Other,2770
5743,GI,Export,GCSF,1.2,1250.0,Normal Grade,275.0,Export Near,Other,2970
5744,PP,Local,PYNF,0.45,1021.6,Normal Grade,60.0,Local Companies,Other,2490
5746,PP,Local,PYNF,0.45,685.0,Normal Grade,60.0,Local Companies,Other,2490
5747,GI,Export,GCCF,0.48,1000.0,Normal Grade,100.0,Export Near,Other,2510
5748,GI,Export,GCCF,0.28959999999999997,1229.0,Normal Grade,90.0,Export Far,FOB,2190
5749,GI,Export,GCCF,0.287,1229.0,Normal Grade,90.0,Export Far,FOB,2590
5750,GI,Export,GCCF,0.254,1026.0,Normal Grade,90.0,Export Far,FOB,2590
5752,GI,Export,GCCF,0.285,1038.0,Normal Grade,90.0,Export Far,FOB,2590
5753,GI,Export,GCNF,0.285,914.0,Normal Grade,90.0,Export Far,FOB,2710
5754,GI,Export,GCCF,0.285,1219.0,Normal Grade,90.0,Export Far,FOB,2590
5755,GI,Export,GCCF,0.285,1054.0,Normal Grade,90.0,Export Far,FOB,2590
5756,GI,Export,GCCF,0.406,1219.0,Normal Grade,90.0,Export Far,FOB,2390
5757,GI,Export,GCCF,0.457,1219.0,Normal Grade,90.0,Export Far,FOB,2390
5758,GI,Export,GCCF,1.95,1219.0,Normal Grade,120.0,Export Far,EXW,2850
5762,GI,Export,GCCF,0.31,1185.0,Normal Grade,90.0,Export Far,FOB,2590
5763,GI,Export,GCCF,0.31,1171.0,Normal Grade,90.0,Export Far,FOB,2590
5764,GI,Export,GCCF,0.31,1197.0,Normal Grade,90.0,Export Far,FOB,2590
5765,GI,Export,GCCF,0.31,1121.0,Normal Grade,90.0,Export Far,FOB,2590
5767,GI,Export,GCCF,0.31,1156.0,Normal Grade,90.0,Export Far,FOB,2590
5768,GI,Export,GCNF,0.31,993.0,Normal Grade,90.0,Export Far,FOB,2710
5770,GI,Export,GCCF,0.37,1250.0,Normal Grade,100.0,Export Near,Other,2510
5771,CR,Export,CRCF,0.57,1000.0,Normal Grade,0.0,Export Near,Other,2510
5772,CR,Export,CRCF,0.67,1000.0,Normal Grade,0.0,Export Near,EXW,2350
5782,GI,Export,GCRF,0.95,1185.2,Normal Grade,80.0,Export Near,Other,2830
5785,PP,Local,POSF,0.4,810.5,Normal Grade,100.0,Local Companies,Other,2630
5788,PP,Local,POSF,0.4,737.5,Normal Grade,100.0,Local Companies,Other,2630
5789,PP,Local,POCF,0.5,1250.0,Normal Grade,275.0,Local Traders,EXW,2090
5791,PP,Local,POCF,0.5,1150.0,Normal Grade,275.0,Local Traders,EXW,2090
5794,CR,Export,CRCF,1.1400000000000001,1250.0,Normal Grade,0.0,Export Near,Other,2590
5795,CR,Export,CRCF,1.0,1050.0,Normal Grade,0.0,Export Near,Other,2430
5802,PP,Local,PONF,0.4,715.0,Normal Grade,80.0,Local Companies,Other,2490
5808,PP,Local,POSF,0.4,918.6,Normal Grade,100.0,Local Companies,Other,2630
5810,GI,Export,GCCF,0.33,1189.8400000000001,Normal Grade,60.0,Export Near,FOB,2630
5814,GI,Export,GCCF,0.31,1165.34,Normal Grade,90.0,Export Far,EXW,2750
5815,GI,Export,GCCF,0.415,1219.0,Normal Grade,180.0,Export Far,FOB,2390
5816,GI,Export,GCNF,0.305,914.0,Normal Grade,90.0,Export Far,FOB,2710
5817,GI,Export,GCNF,0.475,914.0,Normal Grade,275.0,Export Far,FOB,2710
5822,GI,Export,GCCF,0.482,1219.2,Normal Grade,120.0,Export Far,EXW,2890
5825,GI,Export,GCCF,1.117,1219.2,Normal Grade,180.0,Export Far,FOB,2730
5826,GI,Export,GCCF,1.117,1219.2,Normal Grade,275.0,Export Far,FOB,2930
5827,GI,Export,GCCF,1.371,1219.2,Special Grade,180.0,Export Far,FOB,2710
5828,GI,Export,GCCF,1.371,1219.2,Special Grade,275.0,Export Far,FOB,2910
5829,GI,Export,GCCF,1.727,1219.2,Special Grade,275.0,Export Far,FOB,2910
5830,GI,Export,GCCF,0.419,1219.2,Normal Grade,90.0,Export Far,FOB,2730
5832,GI,Export,GCCF,0.469,1244.6,Normal Grade,90.0,Export Far,FOB,2730
5833,GI,Export,GCCF,0.482,1219.2,Normal Grade,180.0,Export Far,FOB,2730
5834,GI,Export,GCCF,0.4768,1244.6,Normal Grade,180.0,Export Far,FOB,2530
5838,GI,Export,GCCF,0.61,1219.2,Normal Grade,180.0,Export Far,FOB,2730
5840,GI,Export,GCCF,0.736,1219.2,Normal Grade,180.0,Export Far,FOB,2730
5841,GI,Export,GCCF,0.736,1219.2,Normal Grade,275.0,Export Far,FOB,2930
5842,GI,Export,GCCF,0.914,1219.2,Normal Grade,180.0,Export Far,FOB,2730
5843,GI,Export,GCCF,1.193,1232.0,Normal Grade,90.0,Export Far,FOB,2730
5844,GI,Export,GCCF,1.193,1219.2,Normal Grade,180.0,Export Far,FOB,2730
5847,GI,Export,GCCF,1.447,1219.2,Normal Grade,180.0,Export Far,FOB,2530
5849,GI,Export,GCCF,1.447,1232.0,Special Grade,275.0,Export Far,FOB,2910
5850,GI,Export,GCCF,1.803,1232.0,Special Grade,275.0,Export Far,FOB,2910
5851,GI,Export,GHCF,2.159,1232.0,Normal Grade,90.0,Export Far,FOB,2530
5852,GI,Export,GCCF,0.737,1232.0,Normal Grade,90.0,Export Far,FOB,2730
5853,GI,Export,GCCF,0.914,1232.0,Normal Grade,90.0,Export Far,FOB,2730
5855,GI,Export,GCCF,0.34,1071.0,Normal Grade,80.0,Export Near,Other,2710
5856,GI,Export,GCCF,0.43,1098.0,Normal Grade,80.0,Export Near,Other,2510
5859,GI,Export,GCCF,1.3,1000.0,Normal Grade,100.0,Export Near,Other,2310
5860,GI,Export,GCCF,1.35,1000.0,Normal Grade,100.0,Export Near,Other,2310
5862,GI,Export,GCCF,0.5,1000.0,Normal Grade,100.0,Export Near,Other,2510
5864,GI,Export,GHCF,2.0,1000.0,Normal Grade,100.0,Export Near,Other,2310
5865,PP,Export,POCF,0.5,1250.0,Normal Grade,100.0,Export Near,Other,2650
5867,PP,Export,POCF,0.5,1250.0,Normal Grade,120.0,Export Near,Other,2650
5876,PP,Local,PORF,0.45,1021.6,Normal Grade,100.0,Local Companies,EXW,2750
5878,PP,Local,PORF,0.45,338.0,Normal Grade,100.0,Local Companies,EXW,2950
5880,GI,Local,GCPF,1.25,1250.0,Normal Grade,275.0,Local Companies,EXW,2150
5881,PP,Local,POCF,0.7,1220.0,Normal Grade,275.0,Local Companies,Other,2570
5882,PP,Local,PORF,0.4,538.0,Normal Grade,80.0,Local Companies,Other,2770
5883,GI,Local,GCCF,1.0,1200.0,Normal Grade,275.0,Local Traders,EXW,2230
5893,PP,Local,POCF,0.7,1250.0,Normal Grade,120.0,Local Companies,EXW,1970
5896,GI,Export,GHCF,2.0,1250.0,Normal Grade,275.0,Export Near,Other,2510
5897,GI,Export,GHRF,1.9,334.0,Normal Grade,275.0,Export Near,Other,2910
5898,GI,Local,GCCF,0.8,1250.0,Normal Grade,275.0,Local Companies,Other,2030
5908,GI,Local,GCCF,0.9593472478002865,977.7763648584101,Normal Grade,330.0,Local Companies,Other,2230
5931,CR,Export,CRNF,0.5,750.0,Normal Grade,0.0,Export Near,Other,2710
5935,GI,Export,GCCF,0.41,1220.0,Normal Grade,120.0,Export Far,Other,2710
5939,CR,Local,CRSF,0.4,1250.0,Normal Grade,0.0,Local Companies,Other,2090
5941,CR,Local,CRSF,0.5,1000.0,Normal Grade,0.0,Local Companies,Other,2090
5945,PP,Local,POSF,1.04,572.0,Normal Grade,120.0,Local Companies,EXW,2410
5952,CR,Export,CRCF,2.0,1220.0,Normal Grade,0.0,Export Far,Other,2930
5957,PP,Local,POCF,0.322,1065.0,Normal Grade,120.0,Local Companies,EXW,1890
5968,CR,Export,CRNF,1.2,950.0,Normal Grade,0.0,Export Near,EXW,2630
5969,GI,Export,GCSF,0.8,1220.0,Normal Grade,120.0,Export Far,Other,3110
5974,GI,Export,GCCF,0.23,1028.0,Normal Grade,90.0,Export Far,Other,2910
5979,CR,Local,CRRF,1.75,574.8,Special Grade,0.0,Local Companies,EXW,2290
5980,CR,Local,CRCF,0.9,484.0,Normal Grade,0.0,Local Traders,EXW,1710
5982,GI,Export,GHCF,2.0,1000.0,Normal Grade,200.0,Export Near,Other,2310
5991,CR,Local,CRSF,1.0,1200.0,Special Grade,0.0,Local Companies,EXW,2350
5998,CR,Export,CRSF,0.85,920.0,Normal Grade,0.0,Export Far,Other,3390
5999,CR,Export,CRSF,1.0,660.0,Normal Grade,0.0,Export Far,Other,3390
6003,GI,Local,GCSF,2.0,1250.0,Normal Grade,275.0,Local Traders,EXW,1890
6004,GI,Local,GCSF,1.5,1250.0,Normal Grade,275.0,Local Traders,EXW,1890
6005,GI,Local,GCSF,1.25,1250.0,Normal Grade,275.0,Local Traders,EXW,1890
6009,GI,Local,GCCF,0.7,1200.0,Normal Grade,275.0,Local Traders,EXW,1830
6022,GI,Local,GCCF,1.2,1250.0,Special Grade,80.0,Local Companies,Other,2210
6023,GI,Export,GHSF,1.1400000000000001,1250.0,Normal Grade,150.0,Export Near,Other,2570
6032,CR,Export,CRNF,1.2,700.0,Normal Grade,0.0,Export Near,Other,2710
6033,CR,Export,CRNF,1.2,900.0,Normal Grade,0.0,Export Near,Other,2510
6034,CR,Export,CRNF,1.2,600.0,Normal Grade,0.0,Export Near,EXW,2430
6044,GI,Local,GCCF,0.8,1250.0,Normal Grade,330.0,Local Traders,EXW,1630
6053,GI,Local,GHSF,1.5,1250.0,Normal Grade,275.0,Local Companies,EXW,2010
6065,GI,Export,GCCF,0.41,1220.0,Normal Grade,120.0,Export Far,Other,2550
6067,GI,Export,GCCF,0.8400000000000001,1220.0,Normal Grade,330.0,Export Near,Other,2610
6070,GI,Local,GHSF,2.0,964.0,Normal Grade,60.0,Local Companies,Other,2210
6072,GI,Local,GHSF,1.5,1200.0,Normal Grade,60.0,Local Companies,Other,2210
6073,GI,Local,GHSF,1.5,1250.0,Normal Grade,60.0,Local Companies,Other,2210
6076,PP,Local,POCF,0.4,1250.0,Normal Grade,80.0,Local Traders,EXW,1890
6087,CR,Local,CRCF,0.45,1250.0,Normal Grade,0.0,Local Traders,EXW,1710
6095,CR,Local,CRRF,0.9,580.0,Normal Grade,0.0,Local Companies,Other,2630
6096,CR,Local,CRRF,0.9,545.0,Normal Grade,0.0,Local Companies,Other,2630
6097,CR,Local,CRRF,0.9,345.0,Normal Grade,0.0,Local Companies,Other,2630
6098,CR,Local,CRRF,0.8,320.0,Normal Grade,0.0,Local Companies,Other,2630
6102,CR,Local,CRRF,1.5,1200.0,Normal Grade,0.0,Local Companies,Other,2430
6103,CR,Local,CRRF,1.0,350.0,Normal Grade,0.0,Local Companies,Other,2630
6113,GI,Local,GCCF,0.3,1000.0,Normal Grade,60.0,Local Traders,EXW,1830
6114,GI,Local,GCCF,0.35,1000.0,Normal Grade,60.0,Local Traders,EXW,1830
6124,CR,Local,CRCF,0.5,665.0,Normal Grade,0.0,Local Companies,Other,2310
6126,CR,Local,CRCF,0.7,1000.0,Special Grade,0.0,Local Companies,Other,2490
6127,CR,Local,CRSF,0.6199999999999999,418.0,Normal Grade,0.0,Local Companies,Other,2370
6128,CR,Local,CRSF,0.5,454.0,Normal Grade,0.0,Local Companies,Other,2570
6130,CR,Local,CRRF,1.5,366.0,Normal Grade,0.0,Local Companies,Other,2510
6132,CR,Local,CRSF,0.7,340.0,Special Grade,0.0,Local Companies,EXW,2350
6133,CR,Local,CRSF,0.4600000000000001,455.0,Special Grade,0.0,Local Companies,Other,2550
6134,CR,Local,CRSF,0.7,562.0,Special Grade,0.0,Local Companies,Other,2750
6135,CR,Local,CRSF,0.5,720.0,Normal Grade,0.0,Local Companies,Other,2570
6136,CR,Local,CRSF,0.5,478.0,Normal Grade,0.0,Local Companies,Other,2570
6141,CR,Export,CRSF,1.0,1220.0,Normal Grade,0.0,Export Far,Other,3390
6149,GI,Local,GCCF,0.7,1200.0,Normal Grade,60.0,Local Traders,EXW,1630
6152,GI,Local,GCRF,0.9,495.0,Normal Grade,275.0,Local Companies,EXW,2430
6157,PP,Local,PONF,0.4,715.0,Normal Grade,80.0,Local Companies,Other,2290
6158,PP,Local,PONF,0.4,726.0,Normal Grade,80.0,Local Companies,Other,2290
6159,PP,Local,PONF,0.5,690.0,Normal Grade,80.0,Local Companies,Other,2290
6173,GI,Export,GCCF,1.0,1219.0,Normal Grade,120.0,Export Far,Other,2850
6175,CR,Export,CRNF,0.76,912.0,Normal Grade,0.0,Export Near,Other,2230
6176,CR,Export,CRCF,0.76,1206.0,Normal Grade,0.0,Export Near,Other,2110
6178,CR,Export,CRCF,0.95,1206.0,Normal Grade,0.0,Export Near,Other,2110
6183,GI,Export,GCCF,1.5,1219.0,Normal Grade,120.0,Export Far,Other,2650
6187,GI,Local,GCRF,0.5,1150.0,Normal Grade,60.0,Local Companies,EXW,2230
6189,GI,Local,GHSF,1.066,1000.0,Normal Grade,60.0,Local Companies,EXW,1890
6190,GI,Local,GCRF,0.6,484.0,Normal Grade,60.0,Local Companies,EXW,2150
6197,CR,Export,CRCF,0.45,1250.0,Normal Grade,0.0,Export Far,EXW,2970
6198,Other,Export,ABCF,1.1,1250.0,Normal Grade,0.0,Export Far,Other,2990
6199,PP,Local,POSF,0.4,900.0,Normal Grade,120.0,Local Companies,EXW,2330
6204,GI,Local,GCRF,0.7,495.0,Normal Grade,275.0,Local Companies,EXW,2430
6205,GI,Local,GCRF,0.7,420.0,Normal Grade,275.0,Local Companies,EXW,2430
6208,GI,Export,GCSF,0.9400000000000001,1219.0,Normal Grade,120.0,Export Far,Other,3110
6214,CR,Export,CRCF,0.7,1200.0,Normal Grade,0.0,Export Near,Other,2590
6216,CR,Export,CRCF,1.1400000000000001,1200.0,Normal Grade,0.0,Export Near,Other,2590
6218,CR,Export,CRCF,1.12,1200.0,Normal Grade,0.0,Export Near,Other,2390
6222,PP,Export,POCF,0.4,1000.0,Normal Grade,100.0,Export Near,Other,2450
6228,Other,Local,CPSF,1.7,1000.0,Normal Grade,0.0,Local Traders,EXW,1770
6231,GI,Export,GCRF,1.48,265.0,Normal Grade,275.0,Export Far,Other,2910
6234,GI,Export,GCNF,0.96,978.0,Normal Grade,275.0,Export Far,Other,2630
6237,CR,Export,CRNF,0.85,931.2,Normal Grade,0.0,Export Far,Other,3250
6239,CR,Export,CRNF,1.16,973.6,Normal Grade,0.0,Export Far,Other,3250
6243,GI,Local,GCCF,0.6,1250.0,Normal Grade,100.0,Local Traders,EXW,1630
6248,GI,Export,GCCF,0.33,1189.8400000000001,Normal Grade,60.0,Export Near,FOB,2310
6249,GI,Export,GCCF,1.1400000000000001,1250.0,Normal Grade,80.0,Export Near,FOB,1910
6252,GI,Export,GCCF,1.2,1000.0,Normal Grade,80.0,Export Near,FOB,2190
6267,CR,Export,CRCF,0.76,910.0,Normal Grade,0.0,Export Near,Other,2590
6268,GI,Export,GCRF,1.78,298.45,Special Grade,275.0,Export Far,Other,3470
6277,GI,Local,GCCF,0.4,1250.0,Normal Grade,60.0,Local Companies,Other,2230
6279,GI,Local,GCCF,0.6,1250.0,Normal Grade,60.0,Local Companies,Other,2230
6282,PP,Export,POCF,0.4,1220.0,Normal Grade,120.0,Export Far,Other,2850
6283,PP,Export,POCF,0.45,1220.0,Normal Grade,120.0,Export Far,Other,2850
6293,GI,Local,GCCF,2.0,1000.0,Normal Grade,120.0,Local Traders,EXW,1430
6294,GI,Local,GCCF,1.5,1000.0,Normal Grade,120.0,Local Traders,EXW,1430
6302,GI,Local,GCCF,1.8,995.1,Normal Grade,120.0,Local Traders,EXW,1430
6303,CR,Local,CRCF,1.0,1000.0,Normal Grade,0.0,Local Traders,EXW,1710
6321,CR,Local,CRNF,1.2,800.0,Normal Grade,0.0,Local Companies,EXW,1950
6322,CR,Local,CRCF,1.2,1000.0,Normal Grade,0.0,Local Companies,EXW,1830
6343,PP,Export,POSF,0.4,1200.0,Normal Grade,60.0,Export Far,FOB,3130
6346,GI,Local,GHCF,1.5,1250.0,Normal Grade,275.0,Local Companies,Other,2150
6348,GI,Local,GHSF,1.5,1250.0,Normal Grade,110.0,Local Companies,Other,2210
6355,CR,Export,CRCF,0.3,1000.0,Normal Grade,0.0,Export Near,Other,2790
6357,CR,Export,CRCF,0.35,1250.0,Normal Grade,0.0,Export Near,EXW,2630
6369,PP,Local,POGF,1.1400000000000001,1250.0,Normal Grade,120.0,Local Companies,EXW,2290
6372,GI,Local,GHCF,1.25,1250.0,Normal Grade,60.0,Local Traders,EXW,1430
6373,GI,Local,GHCF,1.8,995.1,Normal Grade,60.0,Local Traders,EXW,1610
6377,GI,Local,GCNF,0.7,848.0,Special Grade,100.0,Local Companies,EXW,2130
6388,GI,Local,GCCF,0.35,1000.0,Normal Grade,60.0,Local Companies,EXW,2030
6389,GI,Local,GCCF,1.0,1250.0,Normal Grade,60.0,Local Companies,EXW,1830
6392,GI,Local,GCCF,0.6,1250.0,Normal Grade,60.0,Local Companies,EXW,1830
6395,CR,Local,CRNF,0.52,747.0,Normal Grade,0.0,Local Companies,EXW,1830
6399,CR,Local,CRCF,0.9,1250.0,Normal Grade,0.0,Local Companies,EXW,1910
6403,CR,Local,CRCF,1.2,1250.0,Normal Grade,0.0,Local Companies,EXW,1910
6404,PP,Local,PONF,0.48,780.0,Normal Grade,60.0,Local Companies,EXW,2090
6405,PP,Local,POCF,1.1400000000000001,1250.0,Normal Grade,120.0,Local Companies,EXW,1770
6406,PP,Local,POCF,0.4,1250.0,Normal Grade,180.0,Local Companies,EXW,1970
6411,GI,Local,GCCF,1.2,1250.0,Normal Grade,60.0,Local Companies,EXW,2230
6414,GI,Local,GCSF,0.5,1150.0,Special Grade,60.0,Local Companies,Other,2270
6419,GI,Export,GCCF,0.482,1219.0,Special Grade,180.0,Export Far,FOB,2910
6421,GI,Export,GCCF,0.387,1219.2,Special Grade,120.0,Export Far,FOB,3070
6426,CR,Local,CRCF,0.65,1005.0,Normal Grade,0.0,Local Companies,Other,2310
6438,GI,Local,GCRF,0.4,918.6,Normal Grade,100.0,Local Companies,Other,2630
6466,CR,Local,CRCF,0.8480000000000001,1100.0,Normal Grade,0.0,Local Companies,EXW,1630
6470,Other,Local,CPCF,2.0,1000.0,Normal Grade,0.0,Local Traders,EXW,1510
6471,Other,Local,CPCF,2.0,1250.0,Normal Grade,0.0,Local Traders,EXW,1510
6485,GI,Local,GCNF,0.8,952.5,Special Grade,100.0,Local Companies,EXW,1930
6486,GI,Local,GCRF,1.5,290.0,Special Grade,100.0,Local Companies,EXW,2210
6487,GI,Local,GCRF,0.6,540.0,Special Grade,100.0,Local Companies,EXW,2410
6488,GI,Local,GCRF,1.5,1200.0,Special Grade,100.0,Local Companies,EXW,2210
6489,GI,Local,GCNF,0.6,930.0,Special Grade,100.0,Local Companies,EXW,2130
6492,GI,Local,GCRF,0.8,330.0,Special Grade,100.0,Local Companies,EXW,2410
6493,GI,Local,GCRF,0.5,733.0,Special Grade,100.0,Local Companies,EXW,2410
6502,CR,Local,CRSF,1.1,1200.0,Normal Grade,0.0,Local Companies,EXW,2170
6509,CR,Local,CRCF,1.2,1200.0,Normal Grade,0.0,Local Companies,EXW,1830
6510,CR,Local,CRCF,1.2,1300.0,Normal Grade,0.0,Local Companies,EXW,1830
6518,PP,Local,POCF,0.7,1170.0,Normal Grade,275.0,Local Companies,EXW,2170
6524,GI,Local,GHCF,1.5,1250.0,Special Grade,120.0,Local Traders,EXW,1610
6526,PP,Local,POCF,0.5,1170.0,Normal Grade,275.0,Local Companies,EXW,2350
6527,PP,Local,POCF,0.55,1170.0,Normal Grade,180.0,Local Companies,EXW,2150
6529,PP,Local,POCF,0.5,1150.0,Normal Grade,180.0,Local Companies,EXW,1970
6531,CR,Local,CRCF,0.5,1150.0,Normal Grade,0.0,Local Traders,EXW,1830
6534,GI,Export,GCCF,1.75,1250.0,Normal Grade,80.0,Export Near,EXW,2230
6544,CR,Export,CRCF,1.15,1210.0,Normal Grade,0.0,Export Near,Other,2590
6545,CR,Export,CRCF,1.37,1250.0,Normal Grade,0.0,Export Near,Other,2390
6546,CR,Export,CRCF,1.85,1250.0,Normal Grade,0.0,Export Near,Other,2390
6547,CR,Export,CRCF,0.87,1250.0,Normal Grade,0.0,Export Near,Other,2590
6550,GI,Local,GHRF,2.15,390.0,Special Grade,180.0,Local Companies,EXW,2210
6555,GI,Local,GCRF,1.2,1244.0,Normal Grade,100.0,Local Companies,Other,2550
6565,CR,Local,CRRF,0.5,557.0,Normal Grade,0.0,Local Companies,EXW,2310
6569,CR,Export,CRSF,1.2,660.0,Normal Grade,0.0,Export Far,Other,3190
6573,GI,Local,GCCF,0.5,1250.0,Normal Grade,120.0,Local Traders,EXW,1630
6592,CR,Local,CRRF,1.0,560.0,Special Grade,0.0,Local Companies,Other,2890
6608,GI,Local,GCCF,2.0,1000.0,Normal Grade,200.0,Local Companies,Other,2030
6612,GI,Local,GCCF,1.1,1250.0,Special Grade,60.0,Local Companies,EXW,2010
6613,GI,Local,GCCF,1.25,1250.0,Special Grade,60.0,Local Companies,EXW,1810
6631,GI,Local,GCCF,0.9593472478002865,977.7763648584101,Normal Grade,275.0,Local Traders,EXW,1830
6633,GI,Local,GCCF,1.0,1200.0,Normal Grade,330.0,Local Traders,EXW,1830
6635,GI,Local,GCCF,0.8,1250.0,Normal Grade,60.0,Local Traders,EXW,1750
6654,PP,Local,POGF,0.7,1250.0,Normal Grade,275.0,Local Companies,EXW,2890
6655,CR,Local,CRNF,0.6,657.0,Normal Grade,0.0,Local Companies,Other,2430
6656,CR,Local,CRRF,0.6,498.0,Normal Grade,0.0,Local Companies,Other,2710
6657,CR,Local,CRRF,0.5,498.0,Normal Grade,0.0,Local Companies,Other,2710
6658,CR,Local,CRRF,0.5,585.0,Normal Grade,0.0,Local Companies,Other,2710
6659,CR,Local,CRRF,0.6,530.0,Normal Grade,0.0,Local Companies,Other,2710
6661,CR,Local,CRRF,0.5,500.0,Special Grade,0.0,Local Companies,Other,2890
6662,CR,Local,CRRF,0.6,470.0,Special Grade,0.0,Local Companies,Other,2690
6663,CR,Local,CRRF,0.6,550.0,Special Grade,0.0,Local Companies,Other,2890
6664,GI,Local,GCNF,0.6,735.0,Normal Grade,60.0,Local Companies,Other,2350
6665,GI,Local,GCRF,0.6,484.0,Normal Grade,60.0,Local Companies,Other,2630
6669,GI,Local,GCSF,0.5,735.0,Normal Grade,60.0,Local Companies,Other,2490
6670,GI,Local,GCSF,1.0,1000.0,Normal Grade,60.0,Local Companies,Other,2490
6671,GI,Local,GCSF,1.2,1000.0,Normal Grade,60.0,Local Companies,Other,2490
6672,GI,Local,GHSF,1.066,1000.0,Normal Grade,60.0,Local Companies,Other,2290
6673,CR,Local,CRNF,0.7,745.0,Normal Grade,0.0,Local Companies,Other,2430
6674,PP,Local,POCF,0.4,1065.0,Normal Grade,120.0,Local Traders,EXW,1770
6675,PP,Local,POCF,0.4,918.6,Normal Grade,120.0,Local Traders,EXW,1770
6677,GI,Export,GCNF,0.432,685.6,Special Grade,180.0,Export Far,Other,3350
6680,GI,Export,GCCF,0.5,1150.0,Normal Grade,100.0,Export Near,Other,2510
6683,GI,Export,GCCF,1.8,1000.0,Normal Grade,200.0,Export Near,Other,2310
6684,GI,Export,GCCF,1.8,1250.0,Normal Grade,200.0,Export Near,Other,2310
6686,PP,Export,POCF,0.55,1250.0,Normal Grade,100.0,Export Near,EXW,2490
6690,GI,Export,GCCF,1.35,1250.0,Normal Grade,80.0,Export Near,Other,2230
6691,CR,Local,CRNF,1.6,985.6,Special Grade,0.0,Local Companies,EXW,2410
6699,GI,Local,GHCF,2.0,964.0,Normal Grade,275.0,Local Companies,EXW,1750
6705,CR,Local,CRCF,1.1400000000000001,1250.0,Normal Grade,0.0,Local Traders,EXW,1710
6708,Other,Local,ABCF,1.2,1250.0,Normal Grade,0.0,Local Traders,EXW,1570
6717,GI,Export,GCCF,0.35,1250.0,Normal Grade,100.0,Export Near,Other,2310
6720,CR,Local,CRSF,0.5,665.0,Normal Grade,0.0,Local Companies,Other,2570
6721,CR,Export,CRRF,0.4,918.6,Special Grade,0.0,Export Near,Other,3170
6728,Other,Export,CPSF,1.8,1250.0,Normal Grade,0.0,Export Near,FOB,2250
6731,GI,Export,GHCF,1.95,1000.0,Normal Grade,100.0,Export Near,Other,2230
6733,GI,Export,GHCF,2.0,1090.0,Special Grade,275.0,Export Near,FOB,2370
6735,CR,Export,CRSF,0.7,975.0,Normal Grade,0.0,Export Far,Other,3390
6745,GI,Local,GCRF,1.5,360.0,Special Grade,180.0,Local Companies,EXW,2210
6749,GI,Export,GCCF,1.7,1250.0,Normal Grade,100.0,Export Near,EXW,2150
6764,GI,Export,GCCF,0.61,1232.0,Normal Grade,90.0,Export Far,FOB,2730
6771,CR,Local,CRCF,0.8,1160.0,Special Grade,0.0,Local Companies,EXW,2090
6776,CR,Local,CRSF,0.5,1250.0,Normal Grade,0.0,Local Companies,Other,1890
6778,CR,Export,CRCF,1.2,1250.0,Special Grade,0.0,Export Near,Other,2610
6779,GI,Export,GCCF,1.066,1000.0,Normal Grade,80.0,Export Near,EXW,2430
6781,GI,Export,GCCF,0.47,1244.6,Normal Grade,90.0,Export Far,FOB,2730
6786,PP,Export,POCF,0.3,1250.0,Normal Grade,100.0,Export Near,Other,2850
6792,GI,Export,GHCF,1.95,1219.0,Normal Grade,120.0,Export Far,Other,2850
6801,CR,Export,CRCF,0.39,1250.0,Normal Grade,0.0,Export Near,Other,2590
6803,GI,Export,GHCF,1.95,1053.8,Normal Grade,120.0,Export Far,Other,2850
6807,CR,Export,CRCF,1.37,1250.0,Normal Grade,0.0,Export Near,Other,2310
6808,GI,Export,GCSF,1.15,1220.0,Normal Grade,120.0,Export Far,EXW,3310
